[18, 25, 34, 35, 41, 43]
[11, 20, 21, 22, 32, 33]
[1, 3, 9, 20, 24, 31]
[5, 8, 14, 23, 37, 43]
[10, 17, 18, 19, 21, 36]
[6, 15, 17, 25, 29, 39]
[2, 7, 31, 35, 39, 42]
[4, 14, 20, 21, 31, 40]
[4, 21, 23, 33, 39, 40]
[2, 8, 21, 24, 25, 32]
[6, 27, 37, 41, 42, 44]
[10, 20, 23, 33, 39, 44]
[6, 13, 19, 31, 32, 37]
[4, 5, 18, 37, 38, 45]
[3, 4, 9, 12, 14, 38]
[15, 18, 21, 22, 40, 45]
[1, 20, 28, 40, 41, 42]
[11, 17, 18, 26, 27, 29]
[14, 18, 24, 34, 39, 40]
[3, 4, 21, 22, 28, 43]
[34, 35, 37, 40, 43, 45]
[5, 15, 18, 29, 30, 44]
[3, 16, 25, 28, 33, 42]
[1, 3, 4, 5, 19, 40]
[4, 9, 27, 30, 34, 37]
[10, 14, 15, 20, 22, 28]
[2, 9, 15, 20, 27, 30]
[1, 6, 24, 25, 32, 41]
[2, 15, 22, 31, 41, 43]
[16, 21, 31, 32, 36, 40]
[1, 3, 10, 25, 29, 34]
[13, 14, 15, 16, 20, 34]
[1, 13, 14, 22, 37, 42]
[7, 11, 12, 13, 38, 42]
[3, 5, 33, 35, 37, 39]
[1, 4, 8, 11, 26, 44]
[14, 17, 18, 20, 27, 45]
[6, 17, 21, 33, 41, 42]
[9, 23, 30, 35, 39, 42]
[2, 18, 26, 34, 39, 45]
[1, 13, 19, 33, 38, 39]
[2, 14, 20, 33, 41, 43]
[16, 17, 31, 33, 37, 38]
[6, 9, 23, 28, 36, 37]
[3, 18, 32, 39, 44, 45]
[2, 11, 12, 15, 17, 39]
[7, 12, 21, 26, 36, 41]
[2, 4, 18, 21, 24, 31]
[9, 16, 27, 33, 37, 45]
[5, 8, 14, 17, 29, 35]
[9, 10, 11, 15, 24, 33]
[20, 22, 23, 28, 35, 37]
[10, 14, 17, 27, 28, 33]
[3, 9, 12, 15, 19, 33]
[3, 19, 26, 30, 38, 39]
[1, 4, 7, 15, 26, 27]
[12, 20, 21, 28, 34, 42]
[11, 23, 25, 32, 40, 44]
[12, 17, 19, 36, 39, 44]
[1, 15, 19, 26, 39, 41]
[12, 26, 31, 34, 40, 42]
[6, 12, 21, 24, 27, 39]
[9, 14, 26, 33, 36, 41]
[4, 5, 8, 18, 20, 44]
[9, 10, 13, 15, 18, 20]
[6, 24, 29, 33, 34, 40]
[3, 10, 27, 34, 37, 39]
[13, 14, 21, 23, 27, 40]
[5, 13, 14, 20, 24, 34]
[4, 18, 34, 37, 38, 41]
[5, 10, 17, 18, 20, 22]
[25, 31, 35, 39, 44, 45]
[1, 2, 9, 19, 28, 38]
[12, 21, 30, 36, 39, 44]
[7, 19, 21, 30, 37, 39]
[14, 22, 24, 30, 37, 44]
[7, 18, 21, 29, 38, 40]
[5, 7, 13, 19, 31, 33]
[2, 4, 15, 21, 35, 36]
[9, 17, 19, 24, 30, 44]
[5, 8, 10, 14, 22, 43]
[5, 10, 11, 13, 19, 34]
[5, 7, 22, 36, 40, 44]
[2, 3, 16, 20, 34, 41]
[2, 20, 25, 27, 29, 35]
[13, 23, 30, 37, 41, 44]
[6, 9, 14, 26, 42, 43]
[8, 12, 16, 28, 31, 40]
[3, 6, 22, 25, 41, 44]
[14, 16, 21, 23, 40, 41]
[9, 19, 21, 22, 33, 44]
[5, 27, 37, 39, 40, 42]
[17, 22, 40, 41, 43, 45]
[20, 21, 26, 35, 37, 44]
[18, 31, 32, 36, 40, 45]
[9, 13, 17, 18, 34, 44]
[2, 3, 10, 18, 28, 29]
[14, 17, 22, 33, 35, 39]
[4, 5, 6, 27, 38, 39]
[7, 14, 15, 22, 30, 44]
[2, 8, 10, 33, 39, 44]
[3, 7, 12, 37, 41, 44]
[2, 10, 12, 16, 27, 28]
[7, 14, 17, 18, 23, 34]
[1, 3, 11, 22, 27, 32]
[2, 15, 18, 20, 27, 33]
[14, 16, 30, 35, 43, 45]
[12, 14, 15, 32, 41, 45]
[1, 4, 12, 18, 23, 31]
[2, 16, 18, 21, 28, 45]
[13, 15, 18, 24, 31, 40]
[9, 19, 30, 31, 43, 45]
[1, 17, 22, 32, 38, 41]
[2, 13, 15, 22, 35, 44]
[15, 18, 22, 30, 41, 44]
[1, 23, 24, 25, 30, 35]
[12, 16, 22, 34, 39, 44]
[1, 4, 8, 9, 25, 34]
[4, 7, 12, 27, 28, 37]
[3, 10, 15, 20, 26, 34]
[17, 18, 38, 40, 44, 45]
[7, 16, 20, 32, 42, 44]
[5, 6, 16, 25, 30, 33]
[4, 5, 13, 32, 36, 41]
[3, 7, 10, 15, 23, 36]
[22, 25, 28, 39, 41, 45]
[3, 10, 11, 12, 23, 30]
[6, 14, 20, 22, 30, 43]
[2, 14, 28, 30, 36, 42]
[1, 8, 15, 17, 20, 32]
[3, 5, 18, 19, 35, 45]
[1, 6, 8, 27, 29, 33]
[2, 13, 17, 23, 34, 35]
[7, 12, 13, 23, 32, 34]
[1, 4, 11, 12, 28, 43]
[1, 8, 15, 24, 28, 32]
[1, 2, 13, 22, 41, 45]
[9, 12, 15, 18, 19, 40]
[4, 26, 31, 37, 38, 45]
[6, 8, 12, 18, 20, 28]
[15, 16, 20, 22, 41, 43]
[6, 14, 17, 24, 26, 34]
[1, 14, 20, 28, 35, 43]
[1, 2, 17, 28, 30, 31]
[2, 9, 19, 24, 25, 44]
[6, 15, 16, 28, 35, 39]
[4, 7, 16, 24, 26, 34]
[9, 10, 13, 17, 33, 42]
[8, 9, 12, 21, 24, 44]
[2, 4, 13, 31, 37, 39]
[6, 11, 12, 21, 23, 27]
[9, 13, 20, 31, 40, 44]
[12, 18, 22, 29, 30, 34]
[3, 4, 18, 21, 30, 42]
[3, 12, 13, 24, 33, 45]
[3, 14, 18, 28, 36, 39]
[3, 20, 22, 30, 39, 45]
[3, 5, 6, 7, 41, 44]
[1, 26, 27, 28, 31, 44]
[7, 10, 14, 17, 25, 39]
[2, 6, 17, 19, 26, 38]
[10, 23, 24, 26, 35, 43]
[12, 15, 17, 27, 34, 35]
[4, 19, 23, 24, 25, 33]
[21, 26, 29, 30, 33, 37]
[3, 11, 12, 36, 37, 41]
[6, 7, 8, 14, 25, 28]
[10, 29, 30, 36, 40, 45]
[3, 7, 8, 10, 20, 32]
[7, 11, 16, 17, 25, 40]
[3, 9, 23, 25, 29, 36]
[5, 11, 15, 18, 20, 36]
[8, 11, 18, 20, 31, 41]
[8, 11, 20, 34, 37, 45]
[10, 14, 15, 29, 33, 35]
[5, 16, 19, 20, 36, 41]
[3, 10, 18, 24, 30, 35]
[12, 18, 25, 37, 44, 45]
[8, 9, 11, 13, 21, 39]
[16, 23, 34, 35, 38, 42]
[4, 13, 23, 34, 39, 43]
[9, 22, 28, 30, 32, 40]
[1, 3, 15, 21, 42, 44]
[2, 11, 20, 24, 29, 40]
[14, 17, 20, 26, 30, 40]
[21, 24, 28, 29, 39, 40]
[3, 7, 17, 25, 30, 43]
[3, 15, 20, 29, 41, 43]
[2, 15, 22, 24, 25, 30]
[4, 10, 20, 21, 44, 45]
[2, 4, 6, 22, 34, 43]
[6, 9, 11, 17, 18, 19]
[5, 11, 16, 36, 41, 42]
[8, 21, 24, 35, 36, 40]
[6, 10, 25, 29, 32, 41]
[6, 13, 15, 32, 34, 39]
[4, 7, 8, 17, 31, 32]
[1, 18, 24, 30, 32, 41]
[6, 14, 17, 28, 39, 45]
[2, 5, 8, 21, 27, 43]
[9, 15, 18, 30, 31, 38]
[1, 4, 28, 30, 31, 39]
[9, 12, 24, 30, 33, 38]
[2, 10, 15, 32, 35, 42]
[7, 10, 15, 22, 40, 45]
[10, 12, 30, 34, 36, 38]
[1, 4, 12, 37, 39, 42]
[4, 7, 11, 16, 34, 40]
[1, 9, 27, 28, 29, 41]
[7, 8, 9, 28, 29, 39]
[9, 27, 32, 34, 40, 42]
[4, 6, 10, 31, 33, 43]
[7, 16, 17, 21, 22, 33]
[8, 15, 17, 36, 39, 44]
[14, 17, 23, 26, 38, 41]
[1, 25, 27, 31, 41, 42]
[2, 7, 13, 14, 23, 28]
[12, 14, 16, 20, 29, 42]
[5, 7, 12, 29, 31, 40]
[5, 9, 11, 30, 34, 40]
[1, 4, 13, 23, 39, 43]
[8, 15, 24, 32, 43, 45]
[4, 10, 11, 40, 41, 43]
[8, 13, 15, 21, 30, 34]
[6, 14, 15, 29, 36, 38]
[9, 18, 30, 31, 35, 38]
[2, 13, 18, 36, 38, 43]
[11, 16, 17, 29, 36, 38]
[9, 14, 15, 16, 21, 25]
[5, 22, 23, 40, 43, 45]
[6, 15, 24, 25, 35, 41]
[27, 28, 31, 36, 39, 45]
[7, 11, 14, 20, 32, 41]
[12, 21, 31, 32, 34, 36]
[1, 6, 8, 11, 24, 28]
[4, 15, 17, 20, 26, 36]
[13, 16, 18, 25, 28, 42]
[12, 14, 16, 19, 23, 43]
[9, 21, 26, 27, 37, 44]
[10, 14, 21, 22, 24, 43]
[1, 22, 25, 32, 33, 42]
[1, 13, 23, 28, 33, 40]
[4, 10, 18, 23, 24, 45]
[16, 23, 30, 36, 37, 40]
[1, 10, 17, 19, 21, 27]
[5, 18, 25, 35, 36, 43]
[2, 8, 12, 33, 38, 43]
[15, 16, 21, 27, 32, 45]
[6, 19, 26, 29, 32, 42]
[1, 4, 16, 34, 38, 44]
[1, 13, 28, 31, 38, 42]
[3, 13, 20, 36, 38, 45]
[10, 17, 19, 27, 33, 36]
[7, 16, 17, 29, 34, 36]
[20, 21, 27, 34, 39, 43]
[7, 25, 29, 41, 42, 45]
[1, 5, 21, 27, 30, 31]
[2, 7, 21, 33, 35, 39]
[3, 11, 25, 26, 28, 29]
[9, 14, 22, 26, 28, 45]
[9, 12, 15, 17, 27, 28]
[4, 16, 19, 30, 35, 41]
[3, 5, 16, 26, 31, 35]
[3, 7, 15, 16, 32, 43]
